Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,26,NYK,NBA,PF,5,NA,16,18.2,33.3,0.545,0,0,NA,6.1,3,9.1,3,3,0,6.1,36.3,NA,NA,98
1974-75,27,NYK,NBA,PF,3,NA,76,6.4,14.7,0.435,4.5,6.4,0.7,5.7,8.3,14,4.5,2.6,0,4.5,17.2,NA,NA,103
Career,NA,,NBA,,8,NA,92,8.4,17.9,0.471,3.7,5.3,0.7,5.8,7.4,13.2,4.2,2.6,0,4.7,20.6,NA,NA,102
