Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1961-62,22,SYR,NBA,SF,5,NA,174,7.2,20.5,0.354,5,6.4,0.774,11.4,1.4,3.5,19.4
1962-63,23,SYR,NBA,SF,5,NA,173,11.7,24.3,0.479,5,6.2,0.8,4.8,1.2,4,28.3
1963-64,24,PHI,NBA,SF,3,NA,40,7.2,19.8,0.364,0.9,1.8,0.5,3.6,1.8,4.5,15.3
Career,NA,,NBA,,13,NA,387,9.2,22.1,0.416,4.6,5.9,0.778,7.6,1.4,3.8,23
