Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1968-69,23,KEN,ABA,SF,5,29,0,0.394,0,0.25,NA,NA,6.1,10.1,NA,0,12,NA,0,0,0,-0.031
1969-70,24,KEN,ABA,SF,10,148,19.1,0.561,0.08,0.48,NA,NA,6.9,13.5,NA,10.8,26.2,NA,0.4,0.1,0.5,0.169
1970-71,25,INA,ABA,SF,5,21,40.7,0.672,0.3,0.6,NA,NA,NA,17.3,NA,13.7,NA,NA,0.1,0,0.2,0.427
Career,NA,,ABA,,20,198,18.6,0.561,0.097,0.473,NA,NA,6.8,13.4,NA,10.4,23.9,NA,0.5,0.1,0.7,0.167
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,KEN,ABA,,15,177,16,0.547,0.072,0.458,NA,NA,6.8,12.9,NA,9.9,23.9,NA,0.4,0.1,0.5,0.136
1 season,NA,INA,ABA,,5,21,40.7,0.672,0.3,0.6,NA,NA,NA,17.3,NA,13.7,NA,NA,0.1,0,0.2,0.427
