Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Wayne Chapman,,1,0.1,0,-0.1
Willie Smith,80.0,1,0.3,0,0
Sam Jacobson,74.3,0.9,0.2,0,NA
Eddie Hughes,70.5,1,0.4,0,NA
Lowes Moore,67.7,1.1,0.2,0.2,NA
Tate George,66.0,1.1,0.4,0,-0.1
Kelvin Upshaw,64.7,1,0.3,0.3,NA
Kyle Weaver,63.5,1.2,0.3,0,NA
Bryan Warrick,60.9,1,0.5,0.1,0
Nate Hawthorne,59.6,1.1,0.5,0.1,NA
Charles Smith,59.0,1.1,0,-0.2,NA
