,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1968-69,23,KEN,ABA,,1,,0,,,,1,2,,,,,,,,3
1969-70,24,KEN,ABA,,7,,1,,,,7,8,,,,,,,,22
1970-71,25,TOT,ABA,,4,,1,,,,3,3,,,,,,,,12
1970-71,25,INA,ABA,,4,,1,,,,3,3,,,,,,,,12
Career,,,,,7,,1,,,,7,8,,,,,,,,22
2 Seasons,,KEN,ABA,,7,,1,,,,7,8,,,,,,,,22
1 Season,,INA,ABA,,4,,1,,,,3,3,,,,,,,,12
