Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1968-69,23,KEN,ABA,SF,5,NA,29,3,8,0.375,0,0,NA,3,8,0.375,0.375,1,2,0.5,NA,NA,4,2,NA,0,13,7
1969-70,24,KEN,ABA,SF,10,NA,148,37,75,0.493,1,6,0.167,36,69,0.522,0.5,27,36,0.75,NA,NA,22,12,NA,11,24,102
1970-71,25,INA,ABA,SF,5,NA,21,6,10,0.6,1,3,0.333,5,7,0.714,0.65,4,6,0.667,4,3,7,2,NA,2,3,17
Career,NA,,ABA,,20,NA,198,46,93,0.495,2,9,0.222,44,84,0.524,0.505,32,44,0.727,4,3,33,16,NA,13,40,126
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,KEN,ABA,,15,NA,177,40,83,0.482,1,6,0.167,39,77,0.506,0.488,28,38,0.737,NA,NA,26,14,NA,11,37,109
1 season,NA,INA,ABA,,5,NA,21,6,10,0.6,1,3,0.333,5,7,0.714,0.65,4,6,0.667,4,3,7,2,NA,2,3,17
