Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1968-69,23,KEN,ABA,SF,48,NA,458,68,202,0.337,4,13,0.308,64,189,0.339,0.347,54,72,0.75,29,45,74,38,NA,39,95,194
1969-70,24,KEN,ABA,SF,82,NA,1519,261,654,0.399,8,37,0.216,253,617,0.41,0.405,134,204,0.657,101,151,252,139,NA,134,250,664
1970-71,25,TOT,ABA,SF,69,NA,1241,214,562,0.381,15,57,0.263,199,505,0.394,0.394,113,158,0.715,55,119,174,128,NA,115,158,556
1970-71,25,DNR,ABA,SF,47,NA,1049,184,484,0.38,11,48,0.229,173,436,0.397,0.392,89,129,0.69,43,100,143,107,NA,100,127,468
1970-71,25,INA,ABA,SF,22,NA,192,30,78,0.385,4,9,0.444,26,69,0.377,0.41,24,29,0.828,12,19,31,21,NA,15,31,88
1971-72,26,INA,ABA,SF,7,NA,76,7,18,0.389,1,2,0.5,6,16,0.375,0.417,3,6,0.5,2,3,5,11,NA,6,10,18
Career,NA,,ABA,,206,NA,3294,550,1436,0.383,28,109,0.257,522,1327,0.393,0.393,304,440,0.691,187,318,505,316,NA,294,513,1432
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,KEN,ABA,,130,NA,1977,329,856,0.384,12,50,0.24,317,806,0.393,0.391,188,276,0.681,130,196,326,177,NA,173,345,858
1 season,NA,DNR,ABA,,47,NA,1049,184,484,0.38,11,48,0.229,173,436,0.397,0.392,89,129,0.69,43,100,143,107,NA,100,127,468
2 seasons,NA,INA,ABA,,29,NA,268,37,96,0.385,5,11,0.455,32,85,0.376,0.411,27,35,0.771,14,22,36,32,NA,21,41,106
