Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
William Franklin,,0.3,0.1,-0.2
Acie Earl,73.3,0.3,0.2,-0.2
Henry Ellenson,47.7,0.4,0.1,-0.2
Eddie Mast,37.9,0.4,0.1,-0.2
Lazar Hayward,31.3,0.3,0.1,-0.1
Devin Ebanks,30.7,0.4,0.3,-0.1
David Vaughn,27.2,0.4,0.1,-0.1
Scooter McCray,24.6,0.3,0.1,0
Earl Clark,24.2,0.3,0.3,-0.3
Adrian Caldwell,22.3,0.4,0.1,0
Chris McCullough,21.4,0.3,0.2,0.1
