,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1959-60,22,BOS,NBA,,5,,5,6,,,6,15
1960-61,23,BOS,NBA,,6,,1,3,,,4,13
1961-62,24,BOS,NBA,,4,,7,,,,,13
1962-63,25,BOS,NBA,,2,,2,2,,,2,5
Career,,,,,6,,7,,,,,15
