Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,27,WSC,BAA,NA,55,NA,NA,NA,NA,0.238,NA,NA,0.717,NA,NA,NA,NA
1947-48,28,STB,BAA,NA,44,NA,NA,NA,NA,0.261,NA,NA,0.667,NA,NA,NA,NA
1948-49,29,TOT,BAA,NA,47,NA,NA,NA,NA,0.29,NA,NA,0.69,NA,NA,NA,NA
1948-49,29,STB,BAA,NA,30,NA,NA,NA,NA,0.295,NA,NA,0.739,NA,NA,NA,NA
1948-49,29,PRO,BAA,NA,17,NA,NA,NA,NA,0.282,NA,NA,0.6,NA,NA,NA,NA
Career,NA,,BAA,NA,146,NA,NA,NA,NA,0.265,NA,NA,0.691,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,STB,BAA,NA,74,NA,NA,NA,NA,0.275,NA,NA,0.7,NA,NA,NA,NA
1 season,NA,WSC,BAA,NA,55,NA,NA,NA,NA,0.238,NA,NA,0.717,NA,NA,NA,NA
1 season,NA,PRO,BAA,NA,17,NA,NA,NA,NA,0.282,NA,NA,0.6,NA,NA,NA,NA
