Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,27,WSC,BAA,NA,55,NA,NA,0.291,0.229,NA,NA,NA,NA,NA,-0.1,1.5,1.4,NA
1947-48,28,STB,BAA,NA,44,NA,NA,0.303,0.21,NA,NA,NA,NA,NA,-0.2,0.9,0.7,NA
1948-49,29,TOT,BAA,NA,47,NA,NA,0.338,0.242,NA,NA,NA,NA,NA,-0.5,0,-0.5,NA
1948-49,29,STB,BAA,NA,30,NA,NA,0.352,0.261,NA,NA,NA,NA,NA,-0.1,0,-0.1,NA
1948-49,29,PRO,BAA,NA,17,NA,NA,0.316,0.214,NA,NA,NA,NA,NA,-0.4,0,-0.4,NA
Career,NA,,BAA,NA,146,NA,NA,0.312,0.228,NA,NA,NA,NA,NA,-0.8,2.4,1.6,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,STB,BAA,NA,74,NA,NA,0.323,0.231,NA,NA,NA,NA,NA,-0.3,0.9,0.6,NA
1 season,NA,WSC,BAA,NA,55,NA,NA,0.291,0.229,NA,NA,NA,NA,NA,-0.1,1.5,1.4,NA
1 season,NA,PRO,BAA,NA,17,NA,NA,0.316,0.214,NA,NA,NA,NA,NA,-0.4,0,-0.4,NA
