Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,26,NYK,NBA,SG,2,NA,77,9,35,0.257,12,14,0.857,18,15,11,30
1963-64,31,STL,NBA,SG,12,NA,428,75,169,0.444,67,85,0.788,50,49,54,217
1964-65,32,STL,NBA,SG,4,NA,125,25,65,0.385,19,25,0.76,8,21,14,69
1965-66,33,STL,NBA,SG,10,NA,399,72,159,0.453,62,76,0.816,37,79,41,206
1966-67,34,STL,NBA,SG,9,NA,228,36,86,0.419,24,30,0.8,23,39,23,96
1968-69,36,ATL,NBA,SG,3,NA,32,1,4,0.25,1,2,0.5,5,7,8,3
1969-70,37,ATL,NBA,SG,2,NA,56,13,21,0.619,7,7,1,8,4,6,33
Career,NA,,NBA,,42,NA,1345,231,539,0.429,192,239,0.803,149,214,157,654
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"STL,ATL",NBA,,40,NA,1268,222,504,0.44,180,225,0.8,131,199,146,624
1 season,NA,NYK,NBA,,2,NA,77,9,35,0.257,12,14,0.857,18,15,11,30
