Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1956-57,24,NYK,NBA,SG,72,1793,12.8,0.42,0.418,NA,NA,NA,NA,NA,0.5,1.3,1.7,0.046
1957-58,25,NYK,NBA,SG,63,2368,14.9,0.435,0.525,NA,NA,NA,NA,NA,1.8,1.7,3.5,0.07
1958-59,26,NYK,NBA,SG,71,2558,19,0.509,0.483,NA,NA,NA,NA,NA,6.7,1.7,8.4,0.158
1959-60,27,NYK,NBA,SG,74,2429,21.4,0.493,0.429,NA,NA,NA,NA,NA,6.1,1.3,7.4,0.146
1960-61,28,NYK,NBA,SG,79,3023,17.8,0.472,0.405,NA,NA,NA,NA,NA,4.3,1.1,5.4,0.086
1961-62,29,NYK,NBA,SG,78,3348,20.9,0.516,0.402,NA,NA,NA,NA,NA,9.2,3,12.1,0.174
1962-63,30,NYK,NBA,SG,79,2712,18.8,0.517,0.435,NA,NA,NA,NA,NA,5.9,1.4,7.2,0.128
1963-64,31,TOT,NBA,SG,80,2366,14.7,0.508,0.501,NA,NA,NA,NA,NA,3.9,2.4,6.3,0.127
1963-64,31,NYK,NBA,SG,2,26,34.1,0.714,0.313,NA,NA,NA,NA,NA,0.3,0,0.3,0.488
1963-64,31,STL,NBA,SG,78,2340,14.5,0.504,0.505,NA,NA,NA,NA,NA,3.7,2.4,6,0.123
1964-65,32,STL,NBA,SG,57,1678,16.4,0.517,0.455,NA,NA,NA,23.9,NA,3.7,1.9,5.7,0.162
1965-66,33,STL,NBA,SG,80,2363,16.3,0.498,0.447,NA,NA,NA,23.3,NA,3.6,2,5.7,0.115
1966-67,34,STL,NBA,SG,80,2275,14.4,0.502,0.46,NA,NA,NA,20.6,NA,3.1,1.6,4.7,0.099
1968-69,36,ATL,NBA,SG,27,472,13.5,0.526,0.667,NA,NA,NA,25.8,NA,0.7,0.5,1.2,0.119
1969-70,37,ATL,NBA,SG,8,64,3.5,0.306,0.091,NA,NA,NA,20.4,NA,-0.1,0,-0.1,-0.049
Career,NA,,NBA,,848,27449,17.3,0.493,0.446,NA,NA,NA,22.7,NA,49.3,19.9,69.2,0.121
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,NYK,NBA,,518,18257,18.3,0.488,0.436,NA,NA,NA,NA,NA,34.6,11.4,46,0.121
6 seasons,NA,"STL,ATL",NBA,,330,9192,15.1,0.505,0.471,NA,NA,NA,22.7,NA,14.7,8.4,23.1,0.121
