Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,26,NYK,NBA,SG,2,NA,77,4.2,16.4,0.257,5.6,6.5,0.857,8.4,7,5.1,14
1963-64,31,STL,NBA,SG,12,NA,428,6.3,14.2,0.444,5.6,7.1,0.788,4.2,4.1,4.5,18.3
1964-65,32,STL,NBA,SG,4,NA,125,7.2,18.7,0.385,5.5,7.2,0.76,2.3,6,4,19.9
1965-66,33,STL,NBA,SG,10,NA,399,6.5,14.3,0.453,5.6,6.9,0.816,3.3,7.1,3.7,18.6
1966-67,34,STL,NBA,SG,9,NA,228,5.7,13.6,0.419,3.8,4.7,0.8,3.6,6.2,3.6,15.2
1968-69,36,ATL,NBA,SG,3,NA,32,1.1,4.5,0.25,1.1,2.3,0.5,5.6,7.9,9,3.4
1969-70,37,ATL,NBA,SG,2,NA,56,8.4,13.5,0.619,4.5,4.5,1,5.1,2.6,3.9,21.2
Career,NA,,NBA,,42,NA,1345,6.2,14.4,0.429,5.1,6.4,0.803,4,5.7,4.2,17.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"STL,ATL",NBA,,40,NA,1268,6.3,14.3,0.44,5.1,6.4,0.8,3.7,5.6,4.1,17.7
1 season,NA,NYK,NBA,,2,NA,77,4.2,16.4,0.257,5.6,6.5,0.857,8.4,7,5.1,14
