,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2016-17,20,SAC,NBA,36:10,11,17,1,1,10,17,9,11,5,10,13,8,2,4,3,6,32,27.4
2017-18,21,SAC,NBA,33:34,10,15,3,5,9,14,9,10,7,10,15,4,3,3,5,5,23,17.3
2018-19,22,TOT,NBA,40:35,12,17,2,3,10,15,3,4,4,11,15,3,2,1,2,5,29,27.0
2018-19,22,SAC,NBA,28:43,3,6,2,3,2,4,2,4,2,5,5,1,1,1,2,5,9,4.9
2018-19,22,POR,NBA,40:35,12,17,2,2,10,15,3,4,4,11,15,3,2,1,2,5,29,27.0
2019-20,23,POR,NBA,28:25,10,16,2,4,8,12,4,4,6,9,12,4,1,5,3,5,22,25.0
Career,,,,40:35,12,17,3,5,10,17,9,11,7,11,15,8,3,5,5,6,32,27.4
3 Seasons,,SAC,NBA,36:10,11,17,3,5,10,17,9,11,7,10,15,8,3,4,5,6,32,27.4
2 Seasons,,POR,NBA,40:35,12,17,2,4,10,15,4,4,6,11,15,4,2,5,3,5,29,27.0
