,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2015-16,19,KENTUCKY,36,567,98,190,0,2,41,62,35,113,11,9,59,33,108,237,.516,.000,.661,15.8,6.6,3.1,0.3
Career,,,36,567,98,190,0,2,41,62,35,113,11,9,59,33,108,237,.516,.000,.661,15.8,6.6,3.1,0.3
