,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1974-75,19,UTS,ABA,,13,,0,,,,14,18,,,,,,,,,32,
1976-77,21,TOT,NBA,,13,24,,,,,12,16,,,26,3,,,,5,32,
1976-77,21,HOU,NBA,,13,24,,,,,12,16,,,26,3,,,,5,32,
1978-79,23,HOU,NBA,,9,23,,,,,10,11,13,11,24,2,,4,5,3,28,
1979-80,24,HOU,NBA,,14,,0,,,,9,15,,,,,,,,,37,
1980-81,25,HOU,NBA,,16,34,0,,16,,18,20,,,23,5,,,,5,42,
1981-82,26,HOU,NBA,,11,28,0,0,11,28,6,6,12,11,23,5,,,4,4,28,
1982-83,27,PHI,NBA,,15,23,0,1,15,23,11,14,8,15,23,6,4,4,9,5,38,37.1
1983-84,28,PHI,NBA,,10,22,0,0,10,22,9,9,5,13,17,2,1,5,10,5,25,21.2
1984-85,29,PHI,NBA,,11,23,0,1,11,23,10,13,5,13,16,5,6,5,4,5,31,29.5
1986-87,31,WSB,NBA,,10,17,0,0,10,17,11,12,8,15,16,3,0,2,4,3,31,27.9
1987-88,32,WSB,NBA,,8,17,0,1,8,16,11,12,6,10,14,3,1,2,5,4,23,17.0
1988-89,33,ATL,NBA,,8,18,1,1,8,18,10,14,8,10,17,5,2,2,4,3,25,29.5
1990-91,35,ATL,NBA,,1,6,0,0,1,6,6,6,6,5,11,1,1,1,1,2,8,12.6
Career,,,TOT,,16,,,,,,18,20,,,,,,,,,42,
,,,NBA,,16,,,,,,18,20,,,,,,,,,42,
,,,ABA,,13,,0,,,,14,18,,,,,,,,,32,
,,,,,,,,,,,,,,,,,,,,,,
5 Seasons,,HOU,NBA,,16,,,,,,18,20,,,,,,,,,42,
3 Seasons,,PHI,NBA,,15,23,0,1,15,23,11,14,8,15,23,6,6,5,10,5,38,37.1
2 Seasons,,ATL,NBA,,8,18,1,1,8,18,10,14,8,10,17,5,2,2,4,3,25,29.5
2 Seasons,,WSB,NBA,,10,17,0,1,10,17,11,12,8,15,16,3,1,2,5,4,31,27.9
1 Season,,UTS,ABA,,13,,0,,,,14,18,,,,,,,,,32,
