Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1970-71,27,UTS,ABA,SG,9,51,3.5,0.409,0.429,0.238,NA,NA,NA,21.1,14.7,NA,NA,-0.1,0.1,0,-0.012
Career,NA,,ABA,,9,51,3.5,0.409,0.429,0.238,NA,NA,NA,21.1,14.7,NA,NA,-0.1,0.1,0,-0.012
