,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2013-14,19,PHO,NBA,31:19,11,13,1,4,10,10,6,7,3,6,7,2,2,3,3,5,29,24.0
2014-15,20,PHO,NBA,32:21,6,15,2,4,6,12,6,7,4,4,6,5,3,2,5,4,18,12.0
2015-16,21,PHO,NBA,44:48,11,19,3,6,10,14,8,10,3,6,7,12,3,2,6,5,26,21.5
2016-17,22,TOT,NBA,29:03,7,11,1,3,7,9,6,10,4,5,7,4,1,2,5,3,20,15.5
2016-17,22,NOP,NBA,15:08,1,4,1,1,1,3,6,6,0,0,0,1,0,1,0,1,8,6.7
2016-17,22,BRK,NBA,29:03,7,11,1,3,7,9,6,10,4,5,7,4,1,2,5,3,20,15.5
Career,,,,44:48,11,19,3,6,10,14,8,10,4,6,7,12,3,3,6,5,29,24.0
3 Seasons,,PHO,NBA,44:48,11,19,3,6,10,14,8,10,4,6,7,12,3,3,6,5,29,24.0
1 Season,,BRK,NBA,29:03,7,11,1,3,7,9,6,10,4,5,7,4,1,2,5,3,20,15.5
1 Season,,NOP,NBA,15:08,1,4,1,1,1,3,6,6,0,0,0,1,0,1,0,1,8,6.7
