Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1971-72,25,POR,NBA,SF,39,NA,375,39,117,0.333,41,59,0.695,84,30,50,119
Career,NA,,NBA,,39,NA,375,39,117,0.333,41,59,0.695,84,30,50,119
