Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Jacky Dorsey,,0.2,0.2,-0.1
Victor Claver,73.9,0.2,0.1,-0.1
Jackie Robinson,68.2,0.2,0.1,0
Alando Tucker,43.9,0.2,0.1,0
Doug Edwards,39.7,0.2,0.1,0
Easy Parham,35.1,0.3,0.1,0
Luke Jackson,29.5,0.1,0.1,0
Scooter McCray,25.4,0.3,0.1,0
Chris McCullough,24.7,0.3,0.2,0.1
Adrian Caldwell,24.4,0.4,0.1,0
Acie Earl,22.8,0.3,0.2,-0.2
