Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981-82,22,ATL,NBA,PG,2,NA,28,2.6,12.9,0.2,0,0,NA,2.6,12.9,0.2,5.1,5.1,1,0,0,0,5.1,0,1.3,2.6,5.1,10.3
1982-83,23,ATL,NBA,PG,3,NA,38,2.8,8.5,0.333,0,0.9,0,2.8,7.6,0.375,3.8,4.7,0.8,0,0,0,10.4,0,0.9,2.8,4.7,9.5
1983-84,24,PHI,NBA,PG,4,NA,23,6.3,12.5,0.5,1.6,3.1,0.5,4.7,9.4,0.5,1.6,3.1,0.5,0,0,0,6.3,1.6,0,6.3,6.3,15.7
1984-85,25,CHI,NBA,PG,4,4,91,4.4,12.7,0.344,0,1.2,0,4.4,11.5,0.379,2.8,3.6,0.778,0.8,1.6,2.4,4.7,2,0,2.8,4,11.5
1985-86,26,SAS,NBA,PG,3,3,116,10.9,16.8,0.648,0,0.3,0,10.9,16.4,0.66,1.9,2.5,0.75,0.3,1.9,2.2,7.4,1.9,0,3.4,2.2,23.6
1986-87,27,LAL,NBA,PG,12,0,61,6.5,13.6,0.478,0,0.6,0,6.5,13,0.5,3.5,4.1,0.857,0,2.4,2.4,5.3,0.6,0,7.7,5.3,16.5
1987-88,28,LAL,NBA,PG,10,0,27,2.7,6.7,0.4,0,1.3,0,2.7,5.3,0.5,10.7,13.3,0.8,0,1.3,1.3,2.7,1.3,0,4,5.3,16
Career,NA,,NBA,,38,7,384,6.4,13.2,0.482,0.1,0.8,0.111,6.3,12.4,0.508,3.4,4.2,0.8,0.3,1.4,1.7,6.2,1.3,0.2,4,4,16.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,LAL,NBA,,22,0,88,5.3,11.5,0.464,0,0.8,0,5.3,10.6,0.5,5.7,7,0.824,0,2,2,4.5,0.8,0,6.5,5.3,16.4
2 seasons,NA,ATL,NBA,,5,NA,66,2.7,10.4,0.263,0,0.5,0,2.7,9.8,0.278,4.4,4.9,0.889,0,0,0,8.2,0,1.1,2.7,4.9,9.8
1 season,NA,CHI,NBA,,4,4,91,4.4,12.7,0.344,0,1.2,0,4.4,11.5,0.379,2.8,3.6,0.778,0.8,1.6,2.4,4.7,2,0,2.8,4,11.5
1 season,NA,PHI,NBA,,4,NA,23,6.3,12.5,0.5,1.6,3.1,0.5,4.7,9.4,0.5,1.6,3.1,0.5,0,0,0,6.3,1.6,0,6.3,6.3,15.7
1 season,NA,SAS,NBA,,3,3,116,10.9,16.8,0.648,0,0.3,0,10.9,16.4,0.66,1.9,2.5,0.75,0.3,1.9,2.2,7.4,1.9,0,3.4,2.2,23.6
