,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1980-81,21,TOT,NBA,,11,,2,,,,12,13,,,,,,,,,26,
1980-81,21,WSB,NBA,,10,,2,,,,10,12,,,,,,,,,24,
1980-81,21,ATL,NBA,,11,,0,,,,12,13,,,,,,,,,26,
1981-82,22,ATL,NBA,,13,,1,,,,9,9,,,,,,,,,27,
1982-83,23,ATL,NBA,,11,17,3,,10,,5,6,,,4,12,,,,5,26,
1983-84,24,TOT,NBA,,8,17,1,2,8,17,5,6,2,4,5,9,4,2,5,5,18,18.0
1983-84,24,ATL,NBA,,5,10,0,1,5,10,5,6,1,2,2,9,2,1,3,3,15,18.0
1983-84,24,PHI,NBA,,8,17,1,2,8,17,3,4,2,4,5,9,4,2,5,5,18,13.7
1984-85,25,CHI,NBA,,9,17,1,2,9,17,4,7,3,3,4,11,4,3,6,5,21,16.6
1985-86,26,SAS,NBA,,13,18,1,2,13,18,8,8,2,6,7,17,4,2,9,6,29,29.8
1986-87,27,LAL,NBA,,8,10,1,1,8,10,4,4,1,3,3,7,3,2,5,4,16,13.2
1987-88,28,LAL,NBA,,8,15,2,3,8,14,6,6,2,5,6,13,3,1,6,4,18,20.0
1989-90,30,ATL,NBA,,1,3,0,1,1,2,2,2,0,0,0,5,0,0,0,0,4,5.8
Career,,,,,13,,3,,,,12,13,,,,,,,,,29,
5 Seasons,,ATL,NBA,,13,,3,,,,12,13,,,,,,,,,27,
2 Seasons,,LAL,NBA,,8,15,2,3,8,14,6,6,2,5,6,13,3,2,6,4,18,20.0
1 Season,,CHI,NBA,,9,17,1,2,9,17,4,7,3,3,4,11,4,3,6,5,21,16.6
1 Season,,SAS,NBA,,13,18,1,2,13,18,8,8,2,6,7,17,4,2,9,6,29,29.8
1 Season,,WSB,NBA,,10,,2,,,,10,12,,,,,,,,,24,
1 Season,,PHI,NBA,,8,17,1,2,8,17,3,4,2,4,5,9,4,2,5,5,18,13.7
