,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2013-14,22,BOS,NBA,42:28,7,12,5,6,3,8,5,7,2,5,5,13,4,1,5,6,20,16.1
2014-15,23,BOS,NBA,27:05,4,9,2,6,4,8,4,4,2,4,5,10,3,1,3,5,11,13.6
2015-16,24,TOT,NBA,28:22,4,8,2,2,4,7,3,5,1,5,5,10,2,3,4,5,11,10.4
2015-16,24,PHI,NBA,18:38,4,8,2,2,4,7,3,4,0,5,5,7,2,1,3,2,11,10.4
2015-16,24,PHO,NBA,28:22,4,7,0,2,4,6,2,5,1,2,2,10,2,3,4,5,10,7.0
Career,,,,42:28,7,12,5,6,4,8,5,7,2,5,5,13,4,3,5,6,20,16.1
2 Seasons,,BOS,NBA,42:28,7,12,5,6,4,8,5,7,2,5,5,13,4,1,5,6,20,16.1
1 Season,,PHI,NBA,18:38,4,8,2,2,4,7,3,4,0,5,5,7,2,1,3,2,11,10.4
1 Season,,PHO,NBA,28:22,4,7,0,2,4,6,2,5,1,2,2,10,2,3,4,5,10,7.0
