Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1959-60,22,MNL,NBA,PF,9,NA,35.7,6.2,14.7,0.424,3,3.9,0.771,7.8,2.4,3.8,15.4
1960-61,23,LAL,NBA,PF,12,NA,30,4.8,12,0.396,2.7,4,0.667,8,2,3.6,12.2
1961-62,24,LAL,NBA,PF,13,NA,35.5,4.4,12,0.365,5.3,7,0.758,9.1,1.7,3.9,14.1
1962-63,25,LAL,NBA,PF,13,NA,35.8,5,11.8,0.422,4.4,5.8,0.76,9.8,2.2,4.5,14.4
1963-64,26,LAL,NBA,PF,5,NA,37.8,2.6,6.6,0.394,3.8,4.4,0.864,6,2.2,4.6,9
1964-65,27,LAL,NBA,PF,11,NA,35.9,5.1,12.5,0.409,4.8,6.7,0.716,8.1,2.6,4.7,15
1965-66,28,LAL,NBA,PF,14,NA,28.4,4.1,8.9,0.46,3.8,4.8,0.791,7.1,1.9,3.4,11.9
1967-68,30,SFW,NBA,PF,10,NA,38.5,7.2,18.2,0.396,5.9,8.1,0.728,9.9,1.7,3.5,20.3
1968-69,31,SFW,NBA,SF,6,NA,35.8,5.7,15,0.378,6.8,8.8,0.774,8.5,2.5,3.8,18.2
Career,NA,,NBA,,93,NA,34.3,5,12.4,0.405,4.4,5.9,0.751,8.4,2.1,3.9,14.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,"MNL,LAL",NBA,,77,NA,33.6,4.7,11.4,0.41,4,5.4,0.752,8.2,2.1,4,13.4
2 seasons,NA,SFW,NBA,,16,NA,37.5,6.6,17,0.39,6.3,8.4,0.746,9.4,2,3.6,19.5
