Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1959-60,22,MNL,NBA,PF,71,2092,14.9,0.456,0.391,NA,NA,NA,NA,NA,1.6,2.3,3.9,0.091
1960-61,23,LAL,NBA,PF,79,2593,14.8,0.493,0.412,NA,NA,NA,NA,NA,3.8,3.1,6.9,0.128
1961-62,24,LAL,NBA,PF,80,2754,16.6,0.526,0.404,NA,NA,NA,NA,NA,5.8,2.9,8.8,0.153
1962-63,25,LAL,NBA,PF,75,2505,13.6,0.495,0.516,NA,NA,NA,NA,NA,2.2,3.2,5.4,0.103
1963-64,26,LAL,NBA,PF,79,2746,14.1,0.511,0.512,NA,NA,NA,NA,NA,3.6,1.9,5.5,0.096
1964-65,27,LAL,NBA,PF,77,2588,16.2,0.536,0.502,NA,NA,NA,10.7,NA,5.5,1.8,7.3,0.136
1965-66,28,LAL,NBA,PF,76,2316,16.4,0.535,0.496,NA,NA,NA,9.4,NA,5,2,7,0.146
1966-67,29,LAL,NBA,PF,45,1292,12.8,0.476,0.44,NA,NA,NA,7.5,NA,0.7,1.1,1.7,0.064
1967-68,30,SFW,NBA,PF,79,2819,17.5,0.514,0.476,NA,NA,NA,9.2,NA,4.8,3.7,8.6,0.146
1968-69,31,SFW,NBA,SF,75,2782,15.9,0.486,0.414,NA,NA,NA,8.7,NA,2.9,3.4,6.3,0.109
Career,NA,,NBA,,736,24487,15.4,0.504,0.452,NA,NA,NA,9.3,NA,35.8,25.6,61.4,0.12
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,"MNL,LAL",NBA,,582,18886,15.1,0.505,0.455,NA,NA,NA,9.6,NA,28.1,18.5,46.6,0.118
2 seasons,NA,SFW,NBA,,154,5601,16.7,0.5,0.446,NA,NA,NA,8.9,NA,7.8,7.1,14.9,0.127
