Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1959-60,22,MNL,NBA,PF,71,NA,2092,6.1,15.7,0.389,4.6,6.1,0.742,11.7,1.4,3.8,16.8
1960-61,23,LAL,NBA,PF,79,NA,2593,5.8,13.8,0.419,4.5,5.7,0.79,10.8,1.9,3.9,16
1961-62,24,LAL,NBA,PF,80,NA,2754,6.7,14.5,0.466,4.5,5.9,0.763,10.8,2.3,3.3,18
1962-63,25,LAL,NBA,PF,75,NA,2505,4.6,10.9,0.422,4.1,5.6,0.718,10.7,2.7,3.7,13.3
1963-64,26,LAL,NBA,PF,79,NA,2746,4.4,10.2,0.434,3.9,5.2,0.751,10.5,2.5,3.5,12.7
1964-65,27,LAL,NBA,PF,77,NA,2588,5.3,11.5,0.461,4.5,5.8,0.773,10.1,2.8,3.6,15.1
1965-66,28,LAL,NBA,PF,76,NA,2316,6.4,13.9,0.457,5.4,6.9,0.787,10.3,2.6,4.1,18.2
1966-67,29,LAL,NBA,PF,45,NA,1292,5.9,14.2,0.415,4.3,6.2,0.696,9.8,2.2,4.2,16.1
1967-68,30,SFW,NBA,PF,79,NA,2819,7.7,17.7,0.433,6.7,8.4,0.79,9.5,2.3,4.3,22
1968-69,31,SFW,NBA,SF,75,NA,2782,7.2,17.5,0.41,5.7,7.2,0.794,8.1,2.1,3.5,20.1
Career,NA,,NBA,,736,NA,24487,6,14,0.431,4.9,6.3,0.767,10.2,2.3,3.8,16.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,"MNL,LAL",NBA,,582,NA,18886,5.6,12.9,0.434,4.5,5.9,0.757,10.6,2.3,3.7,15.7
2 seasons,NA,SFW,NBA,,154,NA,5601,7.4,17.6,0.422,6.2,7.8,0.792,8.8,2.2,3.9,21.1
