,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,22,DNR,ABA,,10,,1,,,,7,7,,,,,,,,,22
1972-73,23,DNR,ABA,,13,,1,,,,9,12,,,,,,,,,30
1973-74,24,TOT,ABA,,9,,1,,,,10,10,,,,,,,,,24
1973-74,24,DNR,ABA,,9,,1,,,,10,10,,,,,,,,,24
1973-74,24,CAR,ABA,,9,,0,,,,9,10,,,,,,,,,21
1974-75,25,KEN,ABA,,8,,0,,,,8,11,,,,,,,,,18
1975-76,26,TOT,ABA,,14,,0,,,,9,9,,,,,,,,,30
1975-76,26,KEN,ABA,,14,,0,,,,9,9,,,,,,,,,30
1975-76,26,VIR,ABA,,12,,0,,,,6,7,,,,,,,,,27
1976-77,27,LAL,NBA,,6,9,,,,,2,2,,,3,4,,,,4,12
Career,,,TOT,,14,,,,,,10,12,,,,,,,,,30
,,,NBA,,6,9,,,,,2,2,,,3,4,,,,4,12
,,,ABA,,14,,1,,,,10,12,,,,,,,,,30
,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,DNR,ABA,,13,,1,,,,10,12,,,,,,,,,30
2 Seasons,,KEN,ABA,,14,,0,,,,9,11,,,,,,,,,30
1 Season,,CAR,ABA,,9,,0,,,,9,10,,,,,,,,,21
1 Season,,VIR,ABA,,12,,0,,,,6,7,,,,,,,,,27
1 Season,,LAL,NBA,,6,9,,,,,2,2,,,3,4,,,,4,12
