Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Terence Morris,,0.9,0.2,-0.1
Bob Arnzen,84.8,1,0.3,-0.1
Randolph Keys,82.9,1,0.3,-0.2
Eddie Lee Wilkins,82.4,0.8,0.3,-0.1
Ivano Newbill,80.5,1.1,0.1,-0.1
Jim Tucker,77.6,1,0.3,0
Jeff Adrien,75.7,1,0.2,0.1
Corey Brewer,74.7,1,0.3,-0.2
Brian Skinner,74.4,0.9,0.3,0.1
Brian Quinnett,72.8,0.8,0.1,-0.1
Bob Thornton,68.4,0.9,0.4,-0.3
