,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1971-72,19,MARQUETTE,17,,203,345,,,81,112,,286,,,,,,487,.588,,.723,,28.6,16.8,
1972-73,20,MARQUETTE,29,,186,374,,,76,97,,315,,,,,,448,.497,,.784,,15.4,10.9,
1973-74,21,MARQUETTE,31,,211,429,,,69,94,,328,,,,,,491,.492,,.734,,15.8,10.6,
Career,,,60,,397,803,,,145,191,,643,,,,,,939,.494,,.759,,15.7,10.7,
