Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1961-62,24,CIN,NBA,PF,4,NA,143,8.1,14.3,0.561,2.3,3,0.75,10.6,0.8,4,18.4
1962-63,25,CIN,NBA,PF,12,NA,381,5.4,13,0.413,4.3,6,0.714,9.1,1.7,4.2,15
1965-66,28,LAL,NBA,PF,10,NA,181,5.2,12.9,0.4,3,4,0.75,9.9,1.4,4,13.3
1966-67,29,CHI,NBA,PF,3,NA,105,8.2,13,0.632,3.8,4.8,0.786,12,0.3,2.7,20.2
1967-68,30,CHI,NBA,PF,5,NA,190,6.3,13.8,0.452,5.3,7.2,0.737,8.3,2.3,2.5,17.8
1970-71,33,MIL,NBA,PF,14,NA,283,5.2,10.8,0.482,2.8,3.7,0.759,9.4,2.2,4.5,13.2
Career,NA,,NBA,,48,NA,1283,6,12.8,0.467,3.6,4.9,0.739,9.6,1.6,3.8,15.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,CIN,NBA,,16,NA,524,6.1,13.4,0.456,3.7,5.2,0.72,9.5,1.4,4.1,15.9
1 season,NA,MIL,NBA,,14,NA,283,5.2,10.8,0.482,2.8,3.7,0.759,9.4,2.2,4.5,13.2
1 season,NA,LAL,NBA,,10,NA,181,5.2,12.9,0.4,3,4,0.75,9.9,1.4,4,13.3
2 seasons,NA,CHI,NBA,,8,NA,295,7,13.5,0.514,4.8,6.3,0.75,9.6,1.6,2.6,18.7
