,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2013-14,20,ATL,NBA,PG,49,641,100%,,,,,-15.0,-17.4,38,9,17,4,18,4,210,5,15
2014-15,21,ATL,NBA,PG,77,1516,100%,,,,,+0.7,-8.2,86,44,46,11,62,5,761,11,74
2015-16,22,ATL,NBA,PG,80,1621,100%,,,,,+7.2,+5.9,85,70,49,13,71,7,834,16,68
2016-17,23,ATL,NBA,PG,79,2485,100%,,,,,-2.1,-2.4,155,66,60,14,98,18,1164,25,113
2017-18,24,ATL,NBA,PG,67,2078,100%,,,,,-6.8,-1.7,112,42,52,13,106,18,1007,25,113
2018-19,25,OKC,NBA,PG,79,2314,100%,,,,,+2.9,-0.3,118,40,75,9,97,39,765,21,78
2019-20,26,OKC,NBA,PG,63,1952,100%,,,,,+5.4,+9.3,89,42,43,13,88,24,588,20,53
Career,,,NBA,,494,12607,100%,,,,,+0.1,-0.5,683,313,342,77,540,115,5329,123,514
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,ATL,NBA,,352,8341,100%,,,,,-1.9,-2.8,476,231,224,55,355,52,3976,82,383
2 seasons,,OKC,NBA,,142,4266,100%,,,,,+4.1,+4.1,207,82,118,22,185,63,1353,41,131
