,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2013-14,20,ATL,NBA,PG,2,7,100%,,,,,+69.2,+73.1,0,0,0,0,0,0,0,0,0
2014-15,21,ATL,NBA,PG,16,290,100%,,,,,-12.8,-20.9,17,7,8,2,14,0,140,2,15
2015-16,22,ATL,NBA,PG,10,191,100%,,,,,+0.5,+3.3,2,14,7,2,4,3,86,1,12
2016-17,23,ATL,NBA,PG,6,211,100%,,,,,-4.8,-14.1,5,3,6,1,9,2,100,2,11
2018-19,25,OKC,NBA,PG,5,151,100%,,,,,-8.6,-5.2,4,2,3,0,8,4,42,0,2
Career,,,NBA,,39,850,100%,,,,,-6.4,-10.2,28,26,24,5,35,9,368,5,40
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,ATL,NBA,,34,699,100%,,,,,-5.9,-11.3,24,24,21,5,27,5,326,5,38
1 season,,OKC,NBA,,5,151,100%,,,,,-8.6,-5.2,4,2,3,0,8,4,42,0,2
