Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,25,ROC,NBA,SG,49,NA,NA,0.447,0.257,NA,NA,NA,NA,NA,1,0.5,1.5,NA
1950-51,26,ROC,NBA,SG,65,NA,NA,0.396,0.339,NA,NA,NA,NA,NA,0.1,0.5,0.6,NA
1951-52,27,TOT,NBA,SG,64,1479,NA,0.43,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-52,27,BLB,NBA,SG,39,720,NA,0.393,0.239,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-52,27,MNL,NBA,SG,25,759,NA,0.476,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952-53,28,MNL,NBA,SG,70,1796,11.1,0.462,0.425,NA,NA,NA,NA,NA,2.2,2,4.2,0.111
1953-54,29,MNL,NBA,SG,71,1805,9.7,0.417,0.364,NA,NA,NA,NA,NA,0.6,2.2,2.8,0.075
1954-55,30,MLH,NBA,SG,65,1139,8.1,0.402,0.406,NA,NA,NA,NA,NA,-0.3,1.1,0.8,0.032
Career,NA,,NBA,,384,6219,9.8,0.427,0.368,NA,NA,NA,NA,NA,3.5,6.3,9.8,0.06
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,MNL,NBA,,166,4360,10.4,0.446,0.412,NA,NA,NA,NA,NA,2.8,4.2,7,0.077
2 seasons,NA,ROC,NBA,,114,NA,NA,0.414,0.308,NA,NA,NA,NA,NA,1.1,1,2,NA
1 season,NA,MLH,NBA,,65,1139,8.1,0.402,0.406,NA,NA,NA,NA,NA,-0.3,1.1,0.8,0.032
1 season,NA,BLB,NBA,,39,720,NA,0.393,0.239,NA,NA,NA,NA,NA,NA,NA,NA,NA
