,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2009-10,21,HOU,NBA,SF,74,1488,.441,15.2,.559,.283,.057,.057,.163,.441,.497,.588,.344,.313,.457,.369,.764,.051,27,.946,.313,.385,1,0
2010-11,22,HOU,NBA,SF,78,1738,.425,15.0,.582,.250,.125,.049,.159,.418,.497,.665,.378,.281,.394,.325,.742,.058,36,.989,.314,.384,0,0
2011-12,23,HOU,NBA,SF,58,1298,.442,15.7,.535,.206,.134,.074,.121,.465,.476,.680,.302,.514,.298,.402,.650,.042,19,.955,.447,.480,0,0
2012-13,24,MIN,NBA,SF,23,508,.414,15.6,.576,.236,.084,.068,.188,.424,.482,.644,.313,.385,.389,.321,.717,.031,6,1.000,.407,.212,0,0
2013-14,25,MIN,NBA,SF,41,751,.394,16.6,.528,.205,.087,.059,.177,.472,.433,.712,.318,.333,.200,.350,.707,.028,7,.976,.275,.394,0,0
2014-15,26,MIN,NBA,SF,67,1286,.433,13.8,.633,.259,.136,.100,.136,.367,.474,.634,.358,.359,.358,.364,.667,.036,13,1.000,.273,.385,0,0
2015-16,27,TOT,NBA,SF,66,929,.435,11.9,.640,.364,.142,.063,.071,.360,.523,.678,.324,.400,.235,.279,.600,.059,14,.958,.430,.270,0,0
2015-16,27,IND,NBA,SF,49,729,.418,12.3,.644,.330,.155,.072,.088,.356,.488,.656,.333,.357,.235,.290,.607,.062,12,.950,.420,.276,0,0
2015-16,27,PHO,NBA,SF,17,200,.511,10.3,.622,.511,.089,.022,.000,.378,.679,.739,.250,1.000,,.235,.579,.044,2,1.000,.471,.250,0,0
Career,,,NBA,,407,7998,.430,14.9,.576,.255,.109,.065,.146,.424,.486,.649,.341,.370,.361,.352,.702,.046,122,.971,.345,.384,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,HOU,NBA,,210,4524,.435,15.3,.561,.249,.105,.059,.150,.439,.492,.639,.345,.374,.395,.363,.726,.051,82,.963,.353,.420,1,0
3 seasons,,MIN,NBA,,131,2545,.417,15.1,.588,.237,.109,.080,.160,.412,.464,.657,.341,.358,.313,.349,.689,.032,26,.992,.305,.333,0,0
1 season,,IND,NBA,,49,729,.418,12.3,.644,.330,.155,.072,.088,.356,.488,.656,.333,.357,.235,.290,.607,.062,12,.950,.420,.276,0,0
1 season,,PHO,NBA,,17,200,.511,10.3,.622,.511,.089,.022,.000,.378,.679,.739,.250,1.000,,.235,.579,.044,2,1.000,.471,.250,0,0
