,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1970-71,22,NYK,NBA,,1,2,0,0,1,0,1,2
1971-72,23,NYK,NBA,,2,3,1,5,4,1,2,5
1972-73,24,ATL,NBA,,2,2,0,0,2,1,1,4
Career,,,,,2,3,1,5,4,1,2,5
2 Seasons,,NYK,NBA,,2,3,1,5,4,1,2,5
1 Season,,ATL,NBA,,2,2,0,0,2,1,1,4
