Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Eddie Mast,,0.4,0.1,-0.2
Henry Ellenson,79.3,0.4,0.1,-0.2
David Vaughn,73.2,0.4,0.1,-0.1
Adrian Caldwell,55.9,0.4,0.1,0
Dan Langhi,50.5,0.4,0,-0.1
Scooter McCray,48.4,0.3,0.1,0
Mike Harris,48.1,0.5,0,-0.1
Riney Lochmann,47.2,0.4,0.3,-0.2
Joe Courtney,45.3,0.4,0.1,0
Andre Brown,44.7,0.4,0,-0.1
Anthony Frederick,44.6,0.5,0.2,0
