Season,Team,Lg,Salary
2016-17,Los Angeles Lakers,NBA,"$1,034,956"
2017-18,Los Angeles Lakers,NBA,"$1,312,611"
2018-19,Los Angeles Clippers,NBA,"$1,544,951"
Career,(may be incomplete),,"$3,892,518"
