Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Ivica Zubac,,3.2,1.1,1
Gustavo Ayón,92.7,3.2,1.2,0.7
Robin Lopez,91.0,3.2,1.5,1.1
Mel Counts,86.7,2.9,1.5,1
Bismack Biyombo,86.5,3.2,1.4,0.6
Željko Rebrača,85.6,3.3,1.3,0.5
Jake Tsakalidis,85.1,2.8,1.3,0.9
Jack Toomay,82.8,3.6,1.6,1.1
Carlos Rogers,81.0,4,0.9,0.9
Hub Reed,80.5,2.8,1.7,1
Wayne Cooper,80.0,2.8,1.5,1.2
