Season,Team,Lg,Salary
1987-88,Washington Bullets,NBA,"$232,500"
1988-89,Washington Bullets,NBA,"$250,000"
1990-91,Washington Bullets,NBA,"$500,000"
1991-92,Washington Bullets,NBA,"$550,000"
Career,(may be incomplete),,"$1,532,500"
