,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1966-67,23,CIN,NBA,,3,8,,,,,0,0,,,3,0,,,,1,6
1967-68,24,INA,ABA,,11,,0,,,,11,11,,,,,,,,,32
1968-69,25,INA,ABA,,13,,2,,,,15,16,,,,,,,,,35
1969-70,26,INA,ABA,,12,,3,,,,17,17,,,,,,,,,31
1970-71,27,INA,ABA,,10,,1,,,,7,8,,,,,,,,,23
1971-72,28,INA,ABA,,14,,2,,,,11,13,,,,,,,,,33
1972-73,29,INA,ABA,,12,,2,,,,9,10,,,,,,,,,31
1973-74,30,INA,ABA,,16,,2,,,,15,19,,,,,,,,,40
1974-75,31,TOT,ABA,,14,,2,,,,15,16,,,,,,,,,35
1974-75,31,SSL,ABA,,14,,2,,,,15,16,,,,,,,,,35
Career,,,TOT,,16,,,,,,17,19,,,,,,,,,40
,,,NBA,,3,8,,,,,0,0,,,3,0,,,,1,6
,,,ABA,,16,,3,,,,17,19,,,,,,,,,40
,,,,,,,,,,,,,,,,,,,,,
7 Seasons,,INA,ABA,,16,,3,,,,17,19,,,,,,,,,40
1 Season,,SSL,ABA,,14,,2,,,,15,16,,,,,,,,,35
1 Season,,CIN,NBA,,3,8,,,,,0,0,,,3,0,,,,1,6
