Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,24,INA,ABA,SG,1,NA,18:00,3,9,0.333,0,0,NA,0,0,NA,0,0,3,NA,NA,0,1,6
1969-70,26,INA,ABA,PG,1,NA,9:00,0,5,0,0,0,NA,1,2,0.5,NA,6,1,NA,NA,NA,1,1
1971-72,28,INA,ABA,PG,1,NA,18:00,7,13,0.538,1,2,0.5,3,4,0.75,0,1,1,NA,NA,3,2,18
1974-75,31,SSL,ABA,PG,1,NA,33:00,11,15,0.733,1,1,1,3,3,1,0,5,10,2,0,6,3,26
Career,NA,,ABA,,4,NA,78,21,42,0.5,2,3,0.667,7,9,0.778,0,12,15,2,0,9,7,51
