Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1955-56,22,STL,NBA,SF,40,NA,424,4.5,12.9,0.349,3.7,5.9,0.629,8,3.4,5.4,12.7
1956-57,23,STL,NBA,SG,66,NA,1130,3.8,10.3,0.364,3.4,4.7,0.74,6.4,3,4.4,11
1957-58,24,STL,NBA,SG,71,NA,1103,4.3,11.8,0.366,3.9,5.3,0.728,6,2.5,3.5,12.5
1958-59,25,TOT,NBA,SG,62,NA,1126,4.6,11.5,0.402,3.7,4.8,0.767,6,3.5,3,12.9
1958-59,25,STL,NBA,SG,29,NA,228,5.4,13.3,0.405,2.8,3.8,0.75,6,4.4,3.5,13.6
1958-59,25,CIN,NBA,SG,33,NA,898,4.4,11.1,0.401,3.9,5.1,0.77,6,3.2,2.8,12.8
1959-60,26,CIN,NBA,SG,74,NA,1849,4.4,11.3,0.388,3.7,5.1,0.727,5.9,4.2,3.5,12.5
Career,NA,,NBA,,313,NA,5632,4.3,11.4,0.379,3.7,5,0.728,6.2,3.4,3.7,12.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,STL,NBA,,206,NA,2885,4.2,11.5,0.366,3.6,5,0.716,6.4,3,4.1,12
2 seasons,NA,CIN,NBA,,107,NA,2747,4.4,11.3,0.392,3.7,5.1,0.741,5.9,3.9,3.3,12.6
