,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1969-70,25,TOT,ABA,,4,,0,,,,7,8,,,,,,,15
1969-70,25,KEN,ABA,,4,,0,,,,7,8,,,,,,,15
Career,,,,,4,,0,,,,7,8,,,,,,,15
