Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Jackie Moore,,0.9,0.5,NA
Ansu Sesay,89.2,0.8,0.5,-0.1
Darius Miller,87.7,0.8,0.5,-0.1
Reggie Slater,86.5,0.8,0.4,-0.1
Cartier Martin,84.6,0.8,0.4,0.1
Brian Skinner,82.2,0.9,0.3,0.1
Shavlik Randolph,78.9,1.1,0.4,0
Hank McDowell,78.6,0.7,0.4,0.1
Jim Tucker,77.6,1,0.3,0
Antonio Lang,77.1,0.8,0.7,-0.1
Bob Peterson,76.9,0.9,0.4,0.2
