Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1954-55,22,TOT,NBA,SF,23,376,NA,0.405,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-55,22,SYR,NBA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-55,22,MLH,NBA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-55,22,PHW,NBA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955-56,23,PHW,NBA,SF,54,402,10.2,0.433,0.411,NA,NA,NA,NA,NA,0.1,0.4,0.5,0.054
1956-57,24,PHW,NBA,SF,57,400,11.6,0.487,0.434,NA,NA,NA,NA,NA,0.6,0.3,0.9,0.103
Career,NA,,NBA,,134,1178,10.9,0.441,0.417,NA,NA,NA,NA,NA,0.7,0.6,1.3,0.053
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,PHW,NBA,,111,802,10.9,0.458,0.421,NA,NA,NA,NA,NA,0.7,0.6,1.3,0.078
1 season,NA,MLH,NBA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,SYR,NBA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
