Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1971-72,24,HOU,NBA,PF,77,NA,1815,315,776,0.406,133,197,0.675,NA,NA,507,119,NA,NA,254,763
1972-73,25,HOU,NBA,PF,82,NA,1694,268,657,0.408,92,137,0.672,NA,NA,496,91,NA,NA,263,628
1973-74,26,HOU,NBA,PF,77,NA,1754,330,773,0.427,90,140,0.643,103,336,439,124,53,77,234,750
1974-75,27,HOU,NBA,PF,48,NA,753,156,349,0.447,68,94,0.723,55,109,164,45,21,21,117,380
1975-76,28,TOT,NBA,PF,34,NA,313,52,132,0.394,33,48,0.688,22,75,97,19,14,8,61,137
1975-76,28,HOU,NBA,PF,14,NA,174,32,81,0.395,9,16,0.563,12,40,52,10,9,4,31,73
1975-76,28,LAL,NBA,PF,20,NA,139,20,51,0.392,24,32,0.75,10,35,45,9,5,4,30,64
Career,NA,,NBA,,318,NA,6329,1121,2687,0.417,416,616,0.675,180,520,1703,398,88,106,929,2658
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,HOU,NBA,,298,NA,6190,1101,2636,0.418,392,584,0.671,170,485,1658,389,83,102,899,2594
1 season,NA,LAL,NBA,,20,NA,139,20,51,0.392,24,32,0.75,10,35,45,9,5,4,30,64
