Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1971-72,24,HOU,NBA,PF,77,1815,12.1,0.442,0.254,NA,NA,12.6,8.9,NA,NA,NA,-1.1,2.9,1.8,0.048,NA,NA,NA,NA,NA
1972-73,25,HOU,NBA,PF,82,1694,10.5,0.438,0.209,NA,NA,13.7,6.7,NA,NA,NA,-0.9,1.3,0.4,0.012,NA,NA,NA,NA,NA
1973-74,26,HOU,NBA,PF,77,1754,13,0.449,0.181,6.3,20.3,13.4,10,1.4,2.3,NA,-0.5,1.7,1.2,0.033,NA,-2.2,-0.4,-2.6,-0.3
1974-75,27,HOU,NBA,PF,48,753,14.7,0.487,0.269,8.1,16.2,12.2,9,1.3,1.5,NA,0.4,0.6,1,0.067,NA,-1.7,-1.1,-2.8,-0.2
1975-76,28,TOT,NBA,PF,34,313,13.1,0.447,0.364,7.5,23.8,15.9,8.3,2,1.3,NA,-0.2,0.4,0.2,0.026,NA,-3.9,-0.2,-4.1,-0.2
1975-76,28,HOU,NBA,PF,14,174,12,0.415,0.198,7.7,24.2,16.2,8.1,2.4,1.2,NA,-0.2,0.2,0,-0.01,NA,-4,-0.4,-4.4,-0.1
1975-76,28,LAL,NBA,PF,20,139,14.5,0.492,0.627,7.1,23.3,15.5,8.6,1.6,1.4,NA,0,0.2,0.2,0.071,NA,-3.9,0.1,-3.8,-0.1
Career,NA,,NBA,,318,6329,12.3,0.449,0.229,6.9,19.6,13.2,8.6,1.4,2,NA,-2.3,7,4.6,0.035,NA,-2.3,-0.6,-2.9,-0.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,HOU,NBA,,298,6190,12.2,0.448,0.222,6.9,19.4,13.2,8.6,1.4,2,NA,-2.3,6.8,4.4,0.034,NA,-2.2,-0.6,-2.8,-0.6
1 season,NA,LAL,NBA,,20,139,14.5,0.492,0.627,7.1,23.3,15.5,8.6,1.6,1.4,NA,0,0.2,0.2,0.071,NA,-3.9,0.1,-3.8,-0.1
