Season,Team,Lg,Salary
1987-88,Dallas Mavericks,NBA,"$100,000"
1988-89,Golden State Warriors,NBA,"$150,000"
1990-91,Dallas Mavericks,NBA,"$250,000"
Career,(may be incomplete),,"$500,000"
