Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,24,MNL,NBA,PG,67,NA,NA,0.395,0.308,NA,NA,NA,NA,NA,0.9,2.6,3.5,NA
1950-51,25,MNL,NBA,PG,68,NA,NA,0.408,0.282,NA,NA,NA,NA,NA,1.1,3.1,4.2,NA
1951-52,26,MNL,NBA,PG,66,2480,10.8,0.43,0.301,NA,NA,NA,NA,NA,1.8,4.5,6.3,0.121
1952-53,27,MNL,NBA,PG,70,2556,13.5,0.489,0.453,NA,NA,NA,NA,NA,4.9,3.2,8.2,0.153
1953-54,28,MNL,NBA,PG,69,2472,12,0.449,0.372,NA,NA,NA,NA,NA,2.9,3.2,6.1,0.118
1954-55,29,MNL,NBA,PG,72,2784,14.1,0.453,0.391,NA,NA,NA,NA,NA,3,3.2,6.2,0.107
1955-56,30,MNL,NBA,PG,72,2838,13.3,0.457,0.458,NA,NA,NA,NA,NA,2.9,1.8,4.7,0.079
1956-57,31,TOT,NBA,PG,66,2401,10.5,0.415,0.395,NA,NA,NA,NA,NA,0.5,1.9,2.4,0.047
1956-57,31,NYK,NBA,PG,13,426,10,0.461,0.552,NA,NA,NA,NA,NA,0.4,0.2,0.6,0.072
1956-57,31,STL,NBA,PG,53,1975,10.6,0.408,0.372,NA,NA,NA,NA,NA,0.1,1.7,1.7,0.042
1957-58,32,STL,NBA,PG,60,2098,9.3,0.406,0.359,NA,NA,NA,NA,NA,-0.2,1.6,1.4,0.032
1958-59,33,STL,NBA,PG,71,2504,9.3,0.42,0.36,NA,NA,NA,NA,NA,0.4,2,2.4,0.046
1959-60,34,STL,NBA,PG,64,1756,9.7,0.44,0.405,NA,NA,NA,NA,NA,0.8,1.4,2.2,0.06
Career,NA,,NBA,,745,21889,11.6,0.436,0.377,NA,NA,NA,NA,NA,19,28.4,47.5,0.087
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,MNL,NBA,,484,13130,12.8,0.446,0.377,NA,NA,NA,NA,NA,17.5,21.6,39.1,0.115
4 seasons,NA,STL,NBA,,248,8333,9.7,0.416,0.37,NA,NA,NA,NA,NA,1.1,6.6,7.7,0.044
1 season,NA,NYK,NBA,,13,426,10,0.461,0.552,NA,NA,NA,NA,NA,0.4,0.2,0.6,0.072
