Season,Team,Lg,Salary
1997-98,Cleveland Cavaliers,NBA,"$250,000"
1998-99,Cleveland Cavaliers,NBA,"$250,000"
1999-00,Cleveland Cavaliers,NBA,"$2,400,000"
2000-01,Cleveland Cavaliers,NBA,"$2,700,000"
2001-02,Golden State Warriors,NBA,"$3,000,000"
Career,(may be incomplete),,"$8,600,000"
