,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2007-08,20,TOT,NBA,34:26,9,19,2,4,8,16,7,10,4,8,9,4,2,1,4,4,23,20.8
2007-08,20,LAL,NBA,23:47,7,9,1,1,7,8,5,7,2,3,3,3,2,0,3,2,19,16.8
2007-08,20,MEM,NBA,34:26,9,19,2,4,8,16,7,10,4,8,9,4,2,1,4,4,23,20.8
2008-09,21,TOT,NBA,43:08,8,14,1,3,8,11,4,8,4,8,11,8,3,2,5,5,19,17.2
2008-09,21,MEM,NBA,17:58,3,4,0,1,3,4,3,8,2,1,3,2,1,0,2,3,8,9.5
2008-09,21,WAS,NBA,43:08,8,14,1,3,8,11,4,6,4,8,11,8,3,2,5,5,19,17.2
Career,,,,43:08,9,19,2,4,8,16,7,10,4,8,11,8,3,2,5,5,23,20.8
1 Season,,WAS,NBA,43:08,8,14,1,3,8,11,4,6,4,8,11,8,3,2,5,5,19,17.2
2 Seasons,,MEM,NBA,34:26,9,19,2,4,8,16,7,10,4,8,9,4,2,1,4,4,23,20.8
1 Season,,LAL,NBA,23:47,7,9,1,1,7,8,5,7,2,3,3,3,2,0,3,2,19,16.8
