,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2015-16,23,DEN,NBA,SF,21,305,,2%,81%,17%,,-0.8,+2.5,0,6,17,0,9,2,32,3,1
2016-17,24,TOT,NBA,SF,4,47,,,100%,,,-11.7,-10.8,0,0,4,0,0,1,0,0,0
2016-17,24,MIL,NBA,SF,2,6,,,100%,,,-81.8,-82.0,0,0,1,0,0,0,0,0,0
2016-17,24,NOP,NBA,SF,2,41,,,100%,,,-2.4,-0.5,0,0,3,0,0,1,0,0,0
Career,,,NBA,,25,352,,2%,84%,15%,,-2.2,+0.7,0,6,21,0,9,3,32,3,1
,,,,,,,,,,,,,,,,,,,,,,
1 season,,DEN,NBA,,21,305,,2%,81%,17%,,-0.8,+2.5,0,6,17,0,9,2,32,3,1
1 season,,MIL,NBA,,2,6,,,100%,,,-81.8,-82.0,0,0,1,0,0,0,0,0,0
1 season,,NOP,NBA,,2,41,,,100%,,,-2.4,-0.5,0,0,3,0,0,1,0,0,0
