,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2006-07,18,KANSAS,38,721,155,288,0,5,64,99,,177,17,33,56,,,374,.538,.000,.646,19.0,9.8,4.7,0.4
2007-08,19,KANSAS,40,989,214,394,2,12,80,114,,250,33,20,53,75,,510,.543,.167,.702,24.7,12.8,6.3,0.8
Career,,,78,1710,369,682,2,17,144,213,,427,50,53,109,75,,884,.541,.118,.676,21.9,11.3,5.5,0.6
