,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,26,TOT,NBA,SG-PG,70,1565,.441,9.1,.891,.452,.119,.111,.209,.109,.451,.593,.158,.302,.390,.365,.661,.042,17,.947,.635,.485,2,0
2000-01,26,WAS,NBA,SG,47,1108,.436,8.8,.911,.448,.147,.123,.193,.089,.458,.623,.167,.325,.381,.207,.684,.021,7,1.000,.586,.294,1,0
2000-01,26,MIN,NBA,PG,23,457,.454,9.8,.849,.461,.059,.086,.243,.151,.434,.529,.111,.231,.405,.565,.607,.086,10,.923,.696,.688,1,0
2001-02,27,MIN,NBA,SG,67,581,.378,10.4,.788,.442,.096,.071,.179,.212,.366,.493,.200,.182,.214,.424,.533,.051,7,.929,.545,.500,0,0
Career,,,NBA,,137,2146,.426,9.5,.866,.450,.114,.101,.202,.134,.432,.568,.167,.281,.352,.388,.637,.044,24,.939,.600,.490,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,MIN,NBA,,90,1038,.416,10.1,.818,.451,.078,.078,.211,.182,.401,.511,.167,.208,.323,.482,.574,.068,17,.926,.607,.588,1,0
1 season,,WAS,NBA,,47,1108,.436,8.8,.911,.448,.147,.123,.193,.089,.458,.623,.167,.325,.381,.207,.684,.021,7,1.000,.586,.294,1,0
