,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1979-80,22,MIL,NBA,,8,,0,,,,13,14,,,,,,,,,23,
1980-81,23,MIL,NBA,,12,,1,,,,11,12,,,,,,,,,27,
1981-82,24,MIL,NBA,,16,25,1,,16,,18,21,,,12,12,,,,6,39,
1982-83,25,MIL,NBA,,14,24,1,1,14,24,18,21,,,12,10,7,2,7,6,42,
1983-84,26,MIL,NBA,,14,25,1,2,14,25,17,19,,,15,12,4,4,7,6,43,
1984-85,27,MIL,NBA,,16,26,2,3,16,25,15,17,5,8,13,11,5,3,8,6,35,33.3
1985-86,28,MIL,NBA,,12,21,2,5,11,20,15,16,5,8,10,12,5,2,6,6,35,28.7
1986-87,29,MIL,NBA,,10,21,1,3,10,21,14,15,5,8,10,8,3,3,4,5,26,25.4
1987-88,30,MIL,NBA,,11,18,1,2,11,17,11,12,5,7,9,11,3,2,4,5,29,22.4
1988-89,31,MIL,NBA,,9,15,3,5,8,13,13,13,3,5,7,8,3,1,6,6,25,22.3
1990-91,33,ATL,NBA,,7,10,2,5,7,7,7,7,2,5,6,6,3,2,4,4,16,13.1
Career,,,,,16,,3,,,,18,21,,,,,,,,,43,
10 Seasons,,MIL,NBA,,16,,3,,,,18,21,,,,,,,,,43,
1 Season,,ATL,NBA,,7,10,2,5,7,7,7,7,2,5,6,6,3,2,4,4,16,13.1
