,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,27,SAC,NBA,PG,79,1648,97%,3%,,,,+8.2,+3.3,47,33,51,8,34,0,339,10,32
2001-02,28,SAC,NBA,PG,81,1750,99%,1%,,,,+9.2,+2.2,46,29,51,10,72,0,363,18,38
2002-03,29,SAC,NBA,PG,59,1676,100%,,,,,+4.8,-3.2,53,32,47,12,55,0,396,14,38
2003-04,30,SAC,NBA,SG,50,1185,59%,41%,,,,+5.7,+0.2,31,20,33,7,42,0,228,16,27
2004-05,31,SAC,NBA,SG,25,536,47%,53%,,,,+4.2,+2.0,13,9,20,4,18,0,135,4,11
2005-06,32,MEM,NBA,PG,71,1775,86%,14%,,,,+5.9,+2.6,60,30,63,5,62,14,443,13,49
2006-07,33,NOK,NBA,SG,56,1330,10%,89%,1%,,,+1.1,+4.3,29,28,41,5,73,6,312,17,34
2007-08,34,TOT,NBA,SG-PG,72,1389,32%,67%,1%,,,+6.1,+0.3,28,19,32,8,33,8,314,4,19
2007-08,34,NOH,NBA,SG,46,891,9%,90%,2%,,,+0.4,-7.3,16,10,22,4,24,4,172,3,12
2007-08,34,HOU,NBA,PG,26,498,75%,25%,,,,+16.1,+12.0,12,9,10,4,9,4,142,1,7
2008-09,35,SAC,NBA,PG,71,1484,99%,1%,,,,-6.8,+4.1,30,24,41,8,41,14,331,9,9
Career,,,NBA,,564,12773,75%,25%,,,,+4.5,+1.7,337,224,379,67,430,42,2861,105,257
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,SAC,NBA,,365,8279,90%,10%,,,,+4.4,+1.4,220,147,243,49,262,14,1792,71,155
2 seasons,,"NOK,NOH",NBA,,102,2221,9%,90%,1%,,,+0.8,-0.3,45,38,63,9,97,10,484,20,46
1 season,,MEM,NBA,,71,1775,86%,14%,,,,+5.9,+2.6,60,30,63,5,62,14,443,13,49
1 season,,HOU,NBA,,26,498,75%,25%,,,,+16.1,+12.0,12,9,10,4,9,4,142,1,7
