Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1956-57,22,ROC,NBA,PG,72,1560,10.4,0.437,0.42,NA,NA,NA,NA,NA,0.9,1.7,2.6,0.081
1958-59,24,CIN,NBA,PG,47,1827,10.5,0.413,0.265,NA,NA,NA,NA,NA,-0.1,0.6,0.5,0.014
1959-60,25,STL,NBA,SG,75,2383,7.7,0.379,0.31,NA,NA,NA,NA,NA,-1.8,1.7,-0.1,-0.002
1960-61,26,STL,NBA,PG,79,2519,8.3,0.387,0.303,NA,NA,NA,NA,NA,-1.5,3.4,1.9,0.036
1961-62,27,STL,NBA,PG,15,333,5.7,0.283,0.37,NA,NA,NA,NA,NA,-0.6,0.2,-0.4,-0.064
1963-64,29,BOS,NBA,PG,28,206,4.8,0.344,0.271,NA,NA,NA,NA,NA,-0.3,0.5,0.2,0.056
Career,NA,,NBA,,316,8828,8.8,0.396,0.317,NA,NA,NA,NA,NA,-3.4,8.1,4.7,0.026
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,STL,NBA,,169,5235,7.9,0.378,0.309,NA,NA,NA,NA,NA,-3.9,5.2,1.3,0.012
2 seasons,NA,"ROC,CIN",NBA,,119,3387,10.5,0.423,0.329,NA,NA,NA,NA,NA,0.8,2.4,3.2,0.045
1 season,NA,BOS,NBA,,28,206,4.8,0.344,0.271,NA,NA,NA,NA,NA,-0.3,0.5,0.2,0.056
