Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1956-57,22,ROC,NBA,PG,72,NA,1560,4,10.6,0.376,3,4.5,0.674,4.6,2.5,3,11
1958-59,24,CIN,NBA,PG,47,NA,1827,4.8,12.9,0.373,2.3,3.4,0.667,4.5,4.4,3.1,11.9
1959-60,25,STL,NBA,SG,75,NA,2383,3.6,11,0.329,2.3,3.4,0.659,4.5,5,3.5,9.5
1960-61,26,STL,NBA,PG,79,NA,2519,3.8,10.7,0.357,1.7,3.2,0.54,4.6,6.1,3.9,9.3
1961-62,27,STL,NBA,PG,15,NA,333,1.9,7.9,0.247,1.3,2.9,0.444,6.1,7.6,5.4,5.2
1963-64,29,BOS,NBA,PG,28,NA,206,2.8,8.4,0.333,0.9,2.3,0.385,6.1,4.2,7.3,6.5
Career,NA,,NBA,,316,NA,8828,3.9,11.1,0.353,2.2,3.5,0.622,4.7,4.8,3.6,10
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,STL,NBA,,169,NA,5235,3.6,10.7,0.338,1.9,3.3,0.591,4.7,5.7,3.8,9.2
2 seasons,NA,"ROC,CIN",NBA,,119,NA,3387,4.4,11.9,0.374,2.6,3.9,0.67,4.5,3.5,3.1,11.5
1 season,NA,BOS,NBA,,28,NA,206,2.8,8.4,0.333,0.9,2.3,0.385,6.1,4.2,7.3,6.5
