Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1971-72,24,PTC,ABA,C,25,NA,13.4,1.8,4.1,0.441,0,0,NA,1.8,4.1,0.441,0.441,0.5,0.9,0.565,2,3,4.9,0.4,NA,0.8,2.6,4.1
Career,NA,,ABA,,25,NA,13.4,1.8,4.1,0.441,0,0,NA,1.8,4.1,0.441,0.441,0.5,0.9,0.565,2,3,4.9,0.4,NA,0.8,2.6,4.1
