Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1971-72,24,PTC,ABA,C,25,335,10,0.459,0,0.225,13.4,20.2,16.8,4,NA,15.1,14.4,NA,-0.1,0,-0.1,-0.02
Career,NA,,ABA,,25,335,10,0.459,0,0.225,13.4,20.2,16.8,4,NA,15.1,14.4,NA,-0.1,0,-0.1,-0.02
