Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1977-78,25,PHO,NBA,SF,36,NA,422,6.2,17.3,0.361,2.3,3.7,0.639,4.5,6,10.5,2.4,1.6,0,4,5.7,14.8,NA,81,99
Career,NA,,NBA,,36,NA,422,6.2,17.3,0.361,2.3,3.7,0.639,4.5,6,10.5,2.4,1.6,0,4,5.7,14.8,NA,81,99
