Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1977-78,25,PHO,NBA,SF,2,25,8.1,0.429,0,7.4,11,8.8,16.6,1.9,2.4,22.2,14.5,NA,0,0,0,0.008,NA,-4.9,0.9,-3.9,0
Career,NA,,NBA,,2,25,8.1,0.429,0,7.4,11,8.8,16.6,1.9,2.4,22.2,14.5,NA,0,0,0,0.008,NA,-4.9,0.9,-3.9,0
