Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1977-78,25,PHO,NBA,SF,36,422,6.8,0.392,0.213,10.6,14.6,12.6,7.1,1.6,0,17.4,19.7,NA,-0.6,0.5,-0.1,-0.011,NA,-4.9,-1.6,-6.5,-0.5
Career,NA,,NBA,,36,422,6.8,0.392,0.213,10.6,14.6,12.6,7.1,1.6,0,17.4,19.7,NA,-0.6,0.5,-0.1,-0.011,NA,-4.9,-1.6,-6.5,-0.5
